-3.9094825;0.21144092;5.5456114;-4.153021;-4.4743967;4.2491784;1.6513274;2.2544005;-8.014436;-6.4963055;7.420541;-2.8510365;3.864628;-8.00401;-4.690504;3.8308911;-4.219179;-3.7662387;-3.15933;-4.588426;-6.2577457;-5.5952044;-6.4555717;-6.2112474;-2.7368808;2.2226064;-0.36326337;1.0209793;-5.013739;-6.393055;-0.019477434;-7.4976945;-5.0082655;-5.4482117;-3.9642103;6.1509953;-1.3578784;-4.7828746;-4.9493914;-1.7794616;1.0115824;-1.4670062;-7.1229506;-12.382302;-4.125252;-2.7789476;-0.5138869;-7.0729218;-2.2208052;-2.4077456;-5.6954594;-2.036724;-10.72513;1.0098159;-2.619037;-7.8928103;-1.911784;-4.5566654;-0.5271696;-2.9920602;-0.49637437;2.4594772;-3.8130467;-5.6093597;-0.009585112;-3.9292915;1.1137402;-0.61160946;-3.1835184;-9.473121;-0.57103217;-2.3116348;0.87278867;-1.3421664;-7.240762;-0.29173487;-6.5439;-0.47163066;-11.164045;2.4550378;
1.2148076;-5.3019924;-1.4448884;-6.6366043;-8.501404;-2.697815;-2.3744175;-3.627259;-9.975952;-8.479868;-0.36248577;-6.532094;-2.0044959;-8.055882;-2.7727983;-0.73626876;-5.8480067;-5.7826214;-5.3372154;-6.0076885;-7.859128;-6.527548;-5.9754086;-3.5168722;-6.571315;-4.395033;-5.676281;-2.1787412;-7.573482;-7.7067614;-2.454794;-8.958128;-6.2225122;-6.515908;-6.0192604;-0.10311878;-4.801601;-6.8855095;-7.5864506;-4.337539;-2.3762343;-2.934157;-7.435091;-9.82097;-5.8593593;-4.3677444;-3.1927924;-8.70692;-4.9962916;-6.017835;-8.895856;-5.4640455;-11.701642;0.14868957;-5.5090885;-5.5921497;-2.0491657;-1.5737464;-0.7308488;-3.128768;0.029606104;0.4451363;-6.4650607;-6.110437;-1.2956185;-3.8964143;1.5678724;0.7011046;-3.2830408;-6.757635;-0.7201209;-2.8741097;-0.403764;-1.5803876;-7.2376018;-2.6562545;-4.5651927;-1.3527104;-9.729431;7.692216;
0.8305269;-6.964531;-0.53722477;-8.024867;-9.188241;-2.1711838;-3.6034038;-4.1661634;-11.36458;-9.435144;0.8655181;-7.2459397;-1.2493584;-10.417518;-5.523978;-1.6949174;-7.636392;-8.067511;-7.332877;-8.106171;-9.618574;-9.107385;-8.372889;-6.0057907;-8.21085;-3.8082488;-7.4983306;-3.5771134;-9.475268;-9.960192;-3.2259169;-10.818239;-8.178252;-9.538846;-7.247009;-0.18478727;-6.557068;-8.572395;-8.52047;-5.2613544;-3.3230982;-4.5718317;-9.39054;-13.262701;-6.5729847;-5.8567905;-3.747932;-10.191915;-5.5179396;-5.761816;-9.727369;-6.6541166;-14.675243;-1.6711512;-5.1908565;-7.585033;-1.4055915;-3.3455458;-1.8632417;-5.6814127;-0.8432795;0.67077255;-8.277711;-7.6358356;-0.26087087;-5.2764597;0.5391742;-0.71486545;-5.2991076;-11.1382885;-1.8029654;-4.6625376;-0.33604503;-2.9272223;-8.728924;-2.867285;-6.485233;-3.1461644;-12.655411;11.791472;
-0.35090676;-6.6157155;-0.21434307;-10.032843;-10.14414;-0.6929846;-2.805939;-3.5243995;-13.195089;-10.735399;2.5715785;-7.1419754;-0.2042067;-10.341957;-6.712407;-2.7261083;-9.98752;-9.896262;-9.592473;-9.613928;-10.611673;-12.662414;-10.559435;-7.587044;-9.254478;-1.8651862;-9.940319;-5.0907097;-9.903639;-11.373997;-3.8993683;-12.585844;-9.490462;-12.781719;-9.178211;0.97039557;-8.749353;-10.747334;-7.463781;-6.6369247;-5.563791;-7.6904435;-11.006527;-16.302244;-7.5724;-7.6724052;-4.5897946;-11.811214;-5.8950686;-7.1151695;-10.858755;-9.213641;-17.947826;-3.7869632;-4.9052615;-7.989249;-0.87868243;-3.5504498;-2.1170938;-6.881811;-1.5498745;0.62908983;-9.277378;-9.80353;0.84119976;-8.031117;-1.1650696;-2.7002163;-5.789883;-14.518659;-2.4690888;-5.6344986;0.33429056;-4.758495;-9.340212;-5.175754;-8.191749;-3.4930563;-15.723532;16.002808;
-0.41499627;-6.496649;-1.6288161;-9.639204;-9.718677;-2.0803552;-3.2405548;-4.5419087;-11.919474;-9.712975;1.1466386;-6.896639;-1.9987501;-6.2798424;-4.635342;-1.7638581;-8.422154;-8.433382;-9.152047;-8.660508;-7.228498;-7.8391213;-7.307703;-5.698586;-8.684112;-2.211716;-11.293926;-6.0495596;-10.581991;-9.861821;-4.631741;-12.234157;-8.158204;-13.530807;-8.9951935;0.8187368;-7.197468;-10.575165;-5.9122515;-7.7327614;-7.476052;-7.00492;-10.28981;-14.166799;-7.7872586;-7.9108043;-3.0004835;-11.932647;-6.3356347;-9.17548;-9.540721;-9.662838;-15.765674;-2.5217657;-5.2049217;-6.807942;1.2489724;-1.2656214;-0.46246397;-5.8297896;-0.31089938;-0.7610989;-8.009932;-11.404854;1.883248;-7.726754;-1.8067477;-0.77774554;-3.6803691;-11.81253;0.7409564;-3.4296389;0.49276972;-6.4458556;-8.313419;-6.224498;-5.8903494;-2.0907366;-12.3969755;14.123104;
-1.5757022;-6.694178;-4.1373563;-9.367618;-10.308426;-2.7787485;-4.207937;-5.6474876;-12.503084;-8.216477;-0.16852999;-5.902858;-2.476147;-2.9024582;-4.207407;-2.521636;-5.8355985;-7.6902094;-9.735804;-7.4865866;-5.9676113;-6.6243744;-6.4804993;-4.012724;-8.672229;-4.2583;-10.240679;-7.812378;-9.060884;-7.9126782;-5.8533244;-9.327838;-7.14565;-11.776907;-7.876015;-0.93366796;-7.5635233;-7.7957773;-6.502209;-7.093801;-6.1840334;-7.605971;-8.64149;-11.247791;-6.985404;-7.282349;-3.3109202;-11.370641;-4.294822;-8.251043;-10.133884;-8.424838;-12.77281;-2.570345;-4.961451;-4.149882;-0.6485449;0.06594345;-0.26397902;-5.130368;0.3674264;-2.2195663;-8.039358;-9.27327;1.1537923;-4.5169554;-1.2334883;-0.92487234;-2.9843268;-8.47672;1.8791044;-2.2615447;0.37955457;-5.94858;-5.08081;-5.418264;-5.895034;-2.039349;-9.578191;13.30598;
-0.1410923;-7.4593835;-4.0078945;-8.6724415;-8.9391775;-3.41304;-3.6233869;-6.87616;-11.776485;-6.6098967;-2.3999505;-5.068001;0.36552596;-2.7944677;-4.5009766;-3.281445;-5.026858;-5.6489477;-8.282713;-7.000456;-5.354372;-7.080002;-6.211029;-2.4365153;-7.1385155;-6.8264527;-8.543783;-6.255891;-6.6307344;-5.8544083;-6.7218347;-5.395692;-6.747195;-9.597125;-6.1639986;-1.6692605;-6.8506937;-7.6171427;-6.205667;-5.4751062;-5.383501;-7.738763;-6.987629;-8.7048645;-5.515784;-6.3221474;-4.3483443;-8.433571;-3.5708988;-5.991355;-11.319647;-9.529726;-10.61721;-1.2780839;-4.328626;-3.1914482;-1.386197;0.9045485;0.17911527;-4.0696683;1.2303421;-1.4233098;-8.708086;-5.599236;-0.19959167;-2.5584004;0.042209394;-1.3944244;-1.6490382;-6.650687;-0.14094496;-3.067751;0.33894143;-3.945484;-3.814445;-5.0832615;-6.6822147;-2.6095786;-9.285307;11.391854;
0.25832748;-6.683178;-2.8180428;-8.299704;-7.726024;-3.665597;-3.5465121;-6.2331095;-11.839699;-6.351245;-2.0008023;-3.446391;0.81411785;-4.2375546;-4.09615;-3.4994297;-4.2268453;-4.225461;-6.0041575;-6.2166233;-3.6443412;-5.9737396;-4.9624596;-2.7135558;-5.2170525;-5.6303673;-7.0008316;-5.452812;-5.396819;-5.19181;-5.6612444;-3.531368;-6.5611744;-8.4503765;-5.162488;-1.78669;-6.723876;-7.433997;-5.664833;-4.227159;-4.74695;-5.866378;-6.659185;-8.28187;-5.475896;-5.825937;-4.4653554;-6.4880342;-4.1097655;-5.373482;-11.368385;-8.405512;-9.221624;-0.9160205;-3.3254128;-4.175806;-0.971383;0.6828442;-0.62155783;-3.2350092;-0.04776001;-1.3467852;-9.145172;-5.329373;-0.59635246;-2.5789149;-0.78870374;-0.6198187;-2.4240131;-5.8095484;-0.23725824;-2.8224406;0.34326866;-2.682281;-4.393904;-4.023154;-6.796875;-2.7503285;-8.809399;10.112449;
2.9244156;-4.8737497;-2.0846767;-7.8508673;-7.2288165;-2.4384952;-3.1344898;-5.558265;-11.40118;-7.0743327;-1.4285816;-2.831376;0.33372253;-6.6997085;-4.582609;-3.494841;-5.184985;-6.053213;-5.3076916;-6.3816614;-3.095055;-6.9194527;-5.561399;-4.9404383;-4.7472754;-5.708516;-6.057548;-4.408871;-4.393599;-3.984253;-4.0718956;-3.045495;-5.569463;-6.609099;-4.932616;-1.2584782;-6.231776;-6.944654;-5.3988433;-3.5460963;-5.1356583;-4.374626;-5.470193;-8.025251;-4.9394946;-5.121546;-4.0827723;-5.263115;-4.557412;-4.7907104;-12.073437;-7.310549;-9.725525;-0.31542027;-2.2692819;-4.455761;-1.4949312;0.01902625;-0.6869079;-2.258802;-0.6345175;-1.4852437;-8.205839;-5.1119456;0.22950491;-2.1045194;-1.2108316;-0.58691853;-2.1198573;-5.3255005;-0.34295776;-2.9313257;-0.009971857;-2.0678866;-4.229117;-4.0477505;-7.7942505;-3.0451775;-9.296095;9.167034;
-1.5218253;-0.5009234;1.2036254;-4.2619667;-5.905118;0.688552;-1.8342564;-2.0609908;-9.278802;-7.9546356;3.0253572;-1.8430333;3.180768;-7.136239;-5.3300004;-3.1659398;-3.4228592;-4.8683205;-4.7870464;-5.614509;-3.9096935;-6.442566;-5.9177933;-5.4303417;-0.25172675;-1.4882606;-2.3622575;-3.3935032;-5.548826;-4.807542;-4.5223103;-3.5021865;-5.055368;-5.7292657;-5.899537;0.5011977;-5.9732046;-7.1965876;-4.8807707;-4.2003126;-5.9775133;-5.1061716;-4.988617;-7.930846;-5.1763816;-4.3990674;-3.582809;-7.977042;-6.383233;-4.3893957;-11.549267;-5.073763;-8.820079;-0.28523833;-3.1635478;-3.2097774;-0.55213875;0.006729841;-0.6644534;-1.5051091;-1.0767386;-2.1150131;-6.7449856;-6.1503468;-0.6631633;-1.5390422;-1.7809701;-1.1619155;-2.0643046;-4.700825;-0.7119347;-0.97571427;-0.1431889;-3.7575896;-4.783593;-3.544491;-6.371565;-0.7687901;-9.590244;8.7737255;
